id,url,region,region_url,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
7049709505,https://boston.craigslist.org/gbs/apa/d/boston-prime-south-end-location-2-bed/7049709505.html,boston,https://boston.craigslist.org,3200,apartment,1200,2,1.0,1,1,1,0,0,0,laundry on site,street parking,https://images.craigslist.org/00t0t_87Om21yOjDc_600x450.jpg,"Large two bedroom duplex (approx. 1200 Sq Ft) on sought after Dwight Street, around the corner from the Silver Line, Peter's Park, many wonderful South End restaurants, and all that the South End has to offer. Heat, hot water and gas cooking included in rent, you'll only pay electric! Recently refinished hardwood floors and newer renovated bath. Updated kitchen with granite counters, gas cooking, stainless appliances and newer flooring. Large private patio, and easily accessed common laundry round out this great South End rental. First months rent/last months rent/one month broker fee due at lease signing, no security deposit needed. Small dogs (20 pounds) will be considered. Photos are from when unit was refinished last year. A must see.  amy.fairchild at gibsonsir.com Amy Fairchild, REALTOR Â® Gibson / Sotheby's International Realty 141 Dorchester Ave, R102 South Boston, MA 02127 cellÂ  Â  Â 781.696.5129 officeÂ  617-482-9200 faxÂ  Â  Â 617-482-0006Â  www.gibsonsir.com",42.3438,-71.0677,ma
7049699193,https://boston.craigslist.org/nwb/apa/d/chelmsford-cut-down-on-those-move-in/7049699193.html,boston,https://boston.craigslist.org,1740,apartment,675,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00808_kLbZmDvzH0S_600x450.jpg,"Welcome Home to Coach House Apartments!   We offer comfortable and captivating studios, one, and two-bedroom apartments in Chelmsford, MA making it easy to find your perfect home here at Coach House.  Our community is located within minutes of both Route 3 and Route 495 for a convenient commute to Boston and New Hampshire!  With Chelmsford Center just steps away, you can enjoy access to the Bruce Freeman Rail Trail, restaurants, shopping, and entertainment within walking distance from your home!  Coach House is nestled near Kronos, Verizon and University of Massachusetts Lowell.  We make living here easy by including heat, hot water, off-street parking, 24-hour emergency maintenance, trash removal and snow removal!  Enjoy our amazing community amenities such as a resort style pool, resident fitness center, additional storage and spacious dog park!  We welcome your furry 4-legged loved ones!    Community Features Â» 24-Hour Emergency Maintenance  Â» Heat and Hot Water Â» Water and Sewer Â» Trash and Snow Removal Â» Off Street Parking  Â» On-Site Management Â» Fitness Center with free weights, weight machines and cardio equipment Â» Resort Style Pool  Â» Picnic and BBQ Area Â» Intercom Entry System Â» On-Site Laundry with Re-Loadable Smart Cards Â» Online Rent Payments and Service Requests Â» Credit and Debit Cards accepted  Â» Additional Storage Units Available Â»Pawsitively Wonderful Bark Park   Apartment Features Â» Plank Flooring and Carpet Â» Open Concept Floorplan  Â» Spacious Closets  Â» Vaulted Ceilings in select units  Â» Gas Cooking in select units Â» Built-In Microwaves  Â» Stainless Steel Appliances in select units Â» Patios and Balconies in most units Â» Cable Ready  Coach House is professionally managed by Briarcliff Management.  Please feel free to call us at (833) 640-5758, email us at the address above or stop by if you are in the area. We are open Monday through Friday 8:00am to 5:00pm and Saturdays' 9:00am-4:00pm.  To learn more information visit our website at: www.coachhousema.com     We look forward to meeting you soon!  â",42.592,-71.3505,ma
7049687404,https://boston.craigslist.org/gbs/apa/d/belmont-great-large-apartment-4-beds/7049687404.html,boston,https://boston.craigslist.org,3800,apartment,2800,5,2.0,0,0,1,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00D0D_bFcakcztXlp_600x450.jpg,"PROPERTY INFO ID: 2983039Rent: 3800 / MonthBeds: 5Bath: 2Available Date: NOWParking:: Included, Garage, 3 Spaces A great apartment in a beautiful location. Washer dryer in the unit. For a showing call or text Karen at 617-320-9511. FEATURES2 car parking2 terrific offices3 car parkingDeckDeep master bedroomDining RoomDishwasherDisposalEat-in KitchenEnergy Efficient WindowsFresh hardwood floorsHigh CeilingIn unit Washer/DryerLaundry in UnitModern KitchenNewer Appliance(s)Newer lighting fixturesPantrySparkling HardwoodsStoragebasement storagebath on 2nd floorby all attractionscable/internet readyfab natural lightgaragegenerous closet spacehuge yardlandscaping by ownernear 73 busnew gas heating systempatiorefrigeratorstrong all around insulationsunroomtwo levelswasher and dryer in unitworking fireplaceyard",42.3959,-71.1787,ma
7049685558,https://boston.craigslist.org/nos/apa/d/saugus-apartment-available-in-saugus/7049685558.html,boston,https://boston.craigslist.org,1869,apartment,817,1,1.0,1,1,1,0,0,0,w/d hookups,,https://images.craigslist.org/00101_cH1syUH8Buu_600x450.jpg,"Experience life at one of the finest apartment complexes in Saugus, MA. With our spacious 1, 2 and 3 bedroom floor plan options, you are sure to find the perfect home to suit all of your needs. Plus, if youÃ¢â¬re looking to stay active, our vast selection of newly upgraded community amenities feature virtual golf, a sparkling pool, an indoor basketball court, and a gym with 24-hour access. We are actively accepting applications - call or stop by our leasing office today!  -48-hour Maintenance Commitment -Online Work Orders -Newly Upgraded Heated Pool and Spa -Private Patios and Balconies -Fully-Equipped Kitchen with Gas Range -Stainless Steel Appliances -Complimentary Package Acceptance -Central A/C -Full-size Washer and Dryer -Gas Burning Fireplaces  Call: (781) 232-7097  For more information, visit us at: livewithjrk.com/TheResidencesatStevensPond",42.4633,-71.0111,ma
7049684380,https://boston.craigslist.org/sob/apa/d/stoughton-2-bed-25-bath-huge-townhouse/7049684380.html,boston,https://boston.craigslist.org,2400,apartment,2265,2,2.5,1,1,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00m0m_guD7bW1XexM_600x450.jpg,"A peaceful and spacious townhouse with 3 levels of living space overlooking a pond! The Massive Living room has cathedral ceilings with a skylight. Not to mention the cozy gas fireplace. Comfortable eat in kitchen with plenty of storage. Plus a Dining Room. Master Suite with vaulted ceilings. Second Bedroom has an awesome loft space the size of an additional bedroom with spiral staircase access. Finished Basement can be used as a family room, office or 3rd bedroom. Attached garage for making winter easy. Additional parking space outside of garage and guest parking available. Washer and Dryer conveniently located at bedroom level. All heated with a high efficiency gas system and cooled with central A/C. Plus the convenience of shopping and commuter rail a short drive away as well as RT 95. Move in cost are First, 1 month security and 1 month broker fee 1 Year Lease Minimum - Small pets negotiable for additional rent",42.1253,-71.1074,ma
7049682028,https://boston.craigslist.org/sob/apa/d/taunton-renovated-2-bed-apartment/7049682028.html,boston,https://boston.craigslist.org,1425,apartment,785,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_7CisJF9IDE_600x450.jpg,"Renovated, 2-bedroom apartment in Taunton. Spacious and comfortable, well located in Taunton near a lot of new developments and retailers.  Temporary move-in special: only $1575 to move in!  Great access to routes 140 and 128.  Heat and hot water included, along with a parking space.  Cats ok (no dogs).  If you are interested, please call 978-888-5727 for a showing. Thx.",41.905,-71.1026,ma
7049652988,https://boston.craigslist.org/gbs/apa/d/cambridge-available-now-modern-unit-ft/7049652988.html,boston,https://boston.craigslist.org,4000,apartment,1300,4,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_l3IsBtCnMK5_600x450.jpg,"PROPERTY INFO ID: 193890731Rent: 4000 / MonthBeds: 4Bath: 1Available Date: NOWParking:: For Rent, Tandem, $350.00 / Month, 2 Spaces Beautiful Renovated 4 bed, 1 bath apartment in super hot Kendall Square area near MIT. Modern kitchen w/ stainless steel appliances & granite counter tops, excellent natural sunlight flows through out the apartment, gleaming hardwood floors, large bedrooms, modern bathroom, Laundry in-building. Outdoor space for summer grilling. Parking for rent.   Excellent bedroom sizes MODERN KITCHEN  MODERN BATH LAUNDRY IN BASEMENT  GAS HEAT PARKING AVAILABLE FEATURESCoin-Operated LaundryDishwasherDisposalHardwood FloorsHigh CeilingModern BathModern KitchenNew/Renovated BathNew/Renovated KitchenStainless Steel Appliance(s)  Kevin Chan 617-319-6828 Associate Broker Red Tree Real Estate   Disclaimer: Apartment may be rented and no longer available.",42.3691,-71.0928,ma
7049640516,https://boston.craigslist.org/gbs/apa/d/boston-asapfurnishedrenovatedin-unit/7049640516.html,boston,https://boston.craigslist.org,2975,condo,500,1,1.0,0,0,0,0,0,0,w/d in unit,street parking,https://images.craigslist.org/00i0i_5fAUyoxMTAH_600x450.jpg,"Stunning, renovated one bedroom, FURNISHED apartment, in one of the most desirable blocks of Back Bay.   High ceilings, original detail, marble fireplace mantel, new tall windows overlooking Beacon Street.  Laundry in Unit, gas cooking, hardwood floors and high end stainless steel appliances.  Heat + Hot water Included.  Few Minutes walk to Boston Gardens, Copley Square, Newbury Street and all that beautiful Back Bay has to offer !   Irina Constantin Boston Homes Realty 617 792 6187",42.3546,-71.0757,ma
7049631413,https://boston.craigslist.org/sob/apa/d/north-weymouth-spacious-3-bed-25-bath/7049631413.html,boston,https://boston.craigslist.org,2395,apartment,1530,3,0.0,0,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00q0q_74ZXYXtloas_600x450.jpg,"Spacious 2 level unit with spiral staircase, 2.5 bathrooms, linoleum tile floors, master bedroom with walk-in closet, laundry in unit and a garage parking spot.  There is a pool and exercise room.  Over 1500sf.  NO PETS. Available Now for 12+ month lease. Owner moving in 6/1/21.  Requirements: First, security and one month fee  Contact Anne Sasser with Unlimited Sotheby's 673 Centre St Jamaica Plain, MA 02130",42.2459,-70.9467,ma
7049615112,https://boston.craigslist.org/gbs/apa/d/west-roxbury-beautiful-studio-hardwood/7049615112.html,boston,https://boston.craigslist.org,1250,apartment,410,0,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00z0z_iqgKjaDwGwn_600x450.jpg,"*****NO FEE***** Nice clean Studio in West Roxbury, near Dedham, Newton and Needham Line No Broker Fee Approximately 410 square feet Updated Kitchen with disposal Updated Bathroom with Ceramic tile floor and surround Hardwood Floors Coin op laundry in building Garden Style, lower level but good amount of sunlight Controlled access Secured access Heat and Hot water included Off street parking Close to Rt 1, Rt 128, Bus Rt 36 and 52, Longwood Medical Center, Veteran's Hospital, Legacy Place First month ($1250), Last month ($1250) and $625 security deposit with good credit and references One year Lease Please, Phone calls and Text between 9am - 8pm Call or Text to schedule showings and info",42.2737,-71.17,ma
7049612764,https://boston.craigslist.org/gbs/apa/d/boston-1-2-feetop-floor-sunny-fenway-2/7049612764.html,boston,https://boston.craigslist.org,2300,apartment,700,2,1.0,0,0,0,0,0,0,,street parking,https://images.craigslist.org/00n0n_kH5NzbThvbH_600x450.jpg,"Available ASAP_Great Fenway Location, minutes walk to Back Bay/ Prudential and convenient to Longwood Medical !   Nice and Quiet top floor walk up, 2 bedrooms/1 bath apartment, Lots of windows, Bright & Sunny, Hardwood Floors throughout. - Heat and Hot Water included, Resident Street Parking, Laundromat just 3 min walk away.   Walk score is 96% to all the shops and restaurants of the Back Bay/Fenway/Symphony area, also Green lines at Hynes Convention Center and Symphony are within 5 minutes. Longwood Medical is also very convenient, by T or just a pleasant, easy 1 mile walk.   No pets & no smoking. - Suitable for two employed professionals, or grad students.(no undergrads).  Please Email or Call - Do Not Text !  Irina Constantin BHRE - 617 792 6187",42.3453,-71.0906,ma
7049609629,https://boston.craigslist.org/nos/apa/d/lynn-private-beach-included/7049609629.html,boston,https://boston.craigslist.org,1800,apartment,900,2,1.0,0,0,1,0,0,0,w/d in unit,street parking,https://images.craigslist.org/00z0z_cPIBubwT6ib_600x450.jpg,"BEAUTIFUL, SPACIOUS 1st. floor APT. in HOUSE 6 HOUSES from PRIVATE BEACH  2 BEDROOMS, LARGE LIVING ROOM, LARGE KITCHEN SUNROOM / OFFICE WASHING MACHINE & DRYER in APT. FRESHLY PAINTED, NEWLY FINISHED HARDWOOD FLOORS NEW FRIDGE & STOVE NICE QUIET NEIGHBORHOOD",42.439,-70.9641,ma
7049606449,https://boston.craigslist.org/gbs/apa/d/dorchester-recently-renovated-no-fee/7049606449.html,boston,https://boston.craigslist.org,2400,apartment,1100,3,1.0,1,1,0,0,0,0,w/d in unit,street parking,https://images.craigslist.org/00e0e_fgEjcRfpdR3_600x450.jpg,"3 Bedroom Apt on 2nd floor in between Savin Hill & Fields Corner. 2 private balcony's, All stainless kitchen, granite counter tops, dishwasher, washer/dryer in unit. Central Heat & AC. Hardwood floors throughout. Apartment is walk-able to both Fields Corner(10min) & Savin Hill T(15min) stops & both neighborhoods have multiple restaurants. 5 min walk to Dbar & Homestead Cafe & Ronan Park which has a dog park. Pets OK. No Smoking. NO FEE",42.3065,-71.0625,ma
7049598136,https://boston.craigslist.org/nos/apa/d/woburn-great-apartment-in-woburn/7049598136.html,boston,https://boston.craigslist.org,1850,apartment,850,2,1.0,0,0,0,0,0,0,w/d in unit,street parking,https://images.craigslist.org/00k0k_46LShOJTajb_600x450.jpg,"Make this charming apartment your new home! This second floor unit is conveniently located less than a mile from I-95 and one mile from downtown Woburn. This unit features two bedrooms, one bath with a spacious three seasons porch leading to a private side yard. The kitchen has ample space and the living room has hardwood floors which are exposed to lots of natural light. The unit has its own washer and dryer. Inlet street parking is available with room for three cars. The tenant is responsible for their own oil and electricity. Sewer and water included. Viewing by appointment only. Snow removal and landscaping handled by landlord.",42.4829,-71.1574,ma
7048898913,https://boston.craigslist.org/gbs/apa/d/dorchester-center-new-reno-stainless/7048898913.html,boston,https://boston.craigslist.org,3000,apartment,1450,4,1.0,1,0,0,0,0,0,no laundry on site,off-street parking,https://images.craigslist.org/00s0s_2bPOgLfWoV0_600x450.jpg,"Newly renovated 4 bedroom / 1 bathroom apartment located on the 2nd floor, featuring a new kitchen w/ new counters & stainless steel appliances, hardwood floors, high ceilings, bay windows, spacious closets, renovated tile bath and a spacious PRIVATE DECK. Convenient to all local conveniences, including the public transportation (red line), shopping & restaurants  Building features:  NON SMOKING BUILDING Available: NOW   $3,000.00 per month - Utilities Not included  First & Security Deposit Required",42.2973,-71.0745,ma
7049596627,https://boston.craigslist.org/bmw/apa/d/west-roxbury-nice-studio-apartment-heat/7049596627.html,boston,https://boston.craigslist.org,1250,apartment,425,0,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00f0f_eWEomYtbX2u_600x450.jpg,"*****NO FEE***** Nice clean Studio in West Roxbury, near Dedham, Newton and Needham Line No Broker Fee Approximately 410 square feet Updated Kitchen with disposal Updated Bathroom with Ceramic tile floor and surround Hardwood Floors Coin op laundry in building Garden Style, lower level but good amount of sunlight Controlled access Secured access Heat and Hot water included Off street parking Close to Rt 1, Rt 128, Bus Rt 36 and 52, Longwood Medical Center, Veteran's Hospital, Legacy Place First month ($1250), Last month ($1250) and $600 security deposit with good credit and references One year Lease Please, Phone calls and Text between 9am - 8pm Call or Text to schedule showings and info",42.2745,-71.169,ma
7049592977,https://boston.craigslist.org/sob/apa/d/dorchester-center-apartment-for-rent/7049592977.html,boston,https://boston.craigslist.org,2500,apartment,1400,3,1.0,0,0,0,0,0,0,no laundry on site,street parking,https://images.craigslist.org/00u0u_2uvilhUT3dK_600x450.jpg,Newly renovated first floor apartment in quiet neighborhood near Codman Square. 3 Bedroom with open floor layout and large kitchen/dining area. Heat and water included in rent.  Security with ADT. Please email for information and showing.,42.2918,-71.0717,ma
7049579549,https://boston.craigslist.org/nos/apa/d/melrose-gorgeous-1br-in-melrose-for-feb/7049579549.html,boston,https://boston.craigslist.org,1475,apartment,450,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00v0v_al1SJWALD0Q_600x450.jpg,"PROPERTY INFO ID: 133162434Rent: 1475 / MonthBeds: 1Bath: 1Available Date: 02/01/2020Pet: Cats AllowedRent Includes:: Heat, Hot WaterParking:: For Rent, Outdoor Gorgeous one bedroom in Melrose  Heat and hot water included  Laundry onsite Cat friendly Parking available for rent Hardwood floors  Elevator  Steps to the train 24-hour maintenance  Professionally managed  Close to major highways, stores and supermarkets FEATURESElevatorHardwood FloorsHigh CeilingLaundry in BuildingModern BathModern Kitchen  Catherine Boksanski Upright Realty Group  Partner & Manager  1128 Commonwealth Ave Suite B Boston, MA 02134 Cell 978-361-5708",42.4563,-71.0652,ma
7049578938,https://boston.craigslist.org/nos/apa/d/haverhill-charming-2br-in-haverhill-for/7049578938.html,boston,https://boston.craigslist.org,1395,apartment,800,2,1.0,1,0,1,0,0,0,laundry in bldg,,https://images.craigslist.org/00R0R_2PJibdT15FM_600x450.jpg,"PROPERTY INFO ID: 95020081Rent: 1395 / MonthBeds: 2Bath: 1Available Date: NOWPet: Cats AllowedRent Includes:: Hot WaterParking:: For Rent Gorgeous two bedroom in Haverhill  Hot water included  Dishwasher Disposal Microwave Ceiling fan Laundry onsite Cat friendly Elevator Steps to the train 24 hour maintenance  Professionally managed  Close to major highways, stores and supermarkets FEATURESCarpetCentral AirDishwasherDisposalElevatorElevatorHigh CeilingLaundry in BuildingMicrowaveModern BathModern Kitchen  Catherine Boksanski Upright Realty Group  Partner & Manager  1128 Commonwealth Ave Suite B Boston, MA 02134 Cell 978-361-5708",42.7725,-71.0863,ma
7049577180,https://boston.craigslist.org/nos/apa/d/haverhill-gorgeous-1br-in-haverhill-for/7049577180.html,boston,https://boston.craigslist.org,1275,apartment,500,1,1.0,1,0,1,0,0,0,laundry in bldg,,https://images.craigslist.org/00I0I_hdFueEc77S4_600x450.jpg,"PROPERTY INFO ID: 181770308Rent: 1275 / MonthBeds: 1Bath: 1Available Date: NOWPet: Cats AllowedRent Includes:: Hot WaterParking:: For Rent Gorgeous one bedroom in Haverhill  Hot water included  Dishwasher Disposal Microwave Ceiling fan Laundry onsite Cat friendly Elevator Steps to the train 24 hour maintenance  Professionally managed  Close to major highways, stores and supermarkets FEATURESCarpetCentral AirDishwasherDisposalElevatorElevatorHigh CeilingLaundry in BuildingMicrowaveModern BathModern Kitchen  Catherine Boksanski Upright Realty Group  Partner & Manager  1128 Commonwealth Ave Suite B Boston, MA 02134 Cell 978-361-5708",42.7725,-71.0863,ma
7049575771,https://boston.craigslist.org/sob/apa/d/quincy-charming-1br-in-quincy-for-jan/7049575771.html,boston,https://boston.craigslist.org,1650,apartment,650,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00T0T_6Cifin0vHDA_600x450.jpg,"PROPERTY INFO ID: 103866639Rent: 1650 / MonthBeds: 1Bath: 1Available Date: NOWPet: Cats AllowedRent Includes:: Heat, Hot WaterParking:: Included, Outdoor, 2 Spaces Gorgeous 1 bedroom in Quincy Heat and hot water included  Hardwood floors  Eat in kitchen Dishwasher Laundry onsite Parking included  Close to the T (red line) No Fee Cats ok  Steps to the beach and Marina Bay Close to major highways, grocery stores and restaurants 24 hour maintenance  Professionally managed  Call Catherine to view 978-361-5708 FEATURESAlcoveDishwasherEat-in KitchenHardwood FloorsHigh CeilingLaundry in BuildingModern BathModern Kitchen  Catherine Boksanski Upright Realty Group  Partner & Manager  1128 Commonwealth Ave Suite B Boston, MA 02134 Cell 978-361-5708",42.2834,-71.0311,ma
7049575720,https://boston.craigslist.org/gbs/apa/d/boston-best-value-in-south-end/7049575720.html,boston,https://boston.craigslist.org,2795,apartment,712,2,1.0,0,0,0,0,0,0,w/d in unit,,https://images.craigslist.org/00b0b_jWLPur5t80N_600x450.jpg,"Gorgeous newly renovated condo in a historic brownstone on a tree-lined street in Boston's prestigious South End. Stones-throw to Boston Medical Center, shops and restaurants, and all that South End and Back Bay has to offer. Enjoy your own serene private deck, in-unit laundry with two spacious bedrooms and large living-dining room. High ceilings, sparkling refinished hard wood floors, new recessed lighting, and brand new appliances. Spacious living-dining area captures the sunlight at the front of this beautiful apartment. Brand new condo and deck doors, brand new bedroom windows, and two original marble mantled fireplaces speak to the tasteful blend of historic features with modern conveniences. Experience South End living on a charming street offering quick access to I-90, I-93 and Logan Airport, one block to the MBTA's Silver Line and the #1 Bus to Cambridge, and 4 blocks to the MBTA's Orange Line. Designated off street parking available for $275 per month.  See pics and contact information here:  https://www.coldwellbankerhomes.com/ma/boston/37-e-springfield-st-4/pid_33698650/",42.3362,-71.0729,ma
7049575377,https://boston.craigslist.org/nos/apa/d/melrose-amazing-2br-in-melrose-for-dec/7049575377.html,boston,https://boston.craigslist.org,1650,apartment,800,2,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00B0B_6M997bLsdDG_600x450.jpg,"PROPERTY INFO ID: 93047589Rent: 1650 / MonthBeds: 2Bath: 1Available Date: NOWPet: Cats OnlyRent Includes:: Hot WaterParking:: Included, Outdoor Amazing 2 bedroom in Melrose for December  Renovated kitchen and bath Laundry Parking  No broker fee Cat ok  Dishwasher Deleaded Sunny Close to the Train, bus line, grocery stores and major highways  24 hour maintenance Professionally managed  Call Catherine to view 978-361-5708 FEATURESCarpetDishwasherEat-in KitchenHigh CeilingLaundry in BuildingModern BathModern Kitchen  Catherine Boksanski Upright Realty Group  Partner & Manager  1128 Commonwealth Ave Suite B Boston, MA 02134 Cell 978-361-5708",42.4632,-71.0611,ma
7049573797,https://boston.craigslist.org/nos/apa/d/nahant-gorgeous-1br-in-nahant-for-jan/7049573797.html,boston,https://boston.craigslist.org,1525,house,500,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00l0l_dYAJ9YXCizO_600x450.jpg,"PROPERTY INFO ID: 114158196Rent: 1525 / MonthBeds: 1Bath: 1Available Date: NOWPet: Cats AllowedRent Includes:: Heat, Hot WaterParking:: Included, Outdoor, 1 Spaces Gorgeous one bedroom in Nahant available now Heat and hot water included Laundry onsite Very sunny and spacious Parking  Cat ok  Close to the water No Broker Fee 24 hour maintenance Professionally managed   Call Catherine to view 978-361-5708 FEATURESCarpetHardwood FloorsLaundry in BuildingModern BathModern Kitchen  Catherine Boksanski Upright Realty Group  Partner & Manager  1128 Commonwealth Ave Suite B Boston, MA 02134 Cell 978-361-5708",42.4363,-70.9374,ma
7049562278,https://boston.craigslist.org/gbs/apa/d/brookline-beautiful-condo-7-floors-up/7049562278.html,boston,https://boston.craigslist.org,2500,condo,801,1,1.0,0,0,1,0,0,0,laundry in bldg,attached garage,https://images.craigslist.org/00k0k_bOobdphDRJm_600x450.jpg,"PROPERTY INFO ID: 190976766Rent: 2500 / MonthBeds: 1Bath: 1Available Date: 02/01/2020Pet: No PetsRent Includes:: Hot WaterParking:: For Rent, Garage, $200.00 / Month, 1 Spaces STUNNING LONGWOOD AVE CONDO FOR RENT WITH PRIVATE OUTDOOR SPACE AND GARAGE PARKING !    Fantastic building location just outside the heart of Coolidge Corner Brookline & in close proximity to Fenway & Longwood Medical area.  This property is fully stocked with a gym, luxurious common area, pool and concierge.    Guest parking   Elevator building  Central Air   Stunning views of the gorgeous tree tops of Brookline and Boston from 7 floors up   THIS LISTING WILL NOT LAST ! FEATURESA/CCentral AirCentral AirCity View(s)ConciergeConciergeControlled AccessDishwasherDisposalElevatorFOB EntryGarageGuest ParkingHardwood FloorsLarge Closet(s)Laundry in BuildingLaundry in BuildingLuxury LivingPARKINGPROFESSIONALLY MANAGEDPROFESSIONALLY MANAGEDProfessional LandscapingProfessional Landscapingwater & sewer included  Arthur Deych Broker / Owner  Red Tree Real Estate 193 Harvard street, Brookline Ma 02446 movewitharthur.com 617-869-4907",42.341,-71.1175,ma
7049554285,https://boston.craigslist.org/nos/apa/d/revere-charming-2br-in-revere-for-jan/7049554285.html,boston,https://boston.craigslist.org,1775,house,900,2,1.0,1,0,1,0,0,0,laundry in bldg,street parking,https://images.craigslist.org/00j0j_bhIwxjiF3dW_600x450.jpg,"PROPERTY INFO ID: 84282095Rent: 1775 / MonthBeds: 2Bath: 1Available Date: NOWPet: Cats AllowedParking:: Available, Street Gorgeous two  bedroom in Revere  Eat-in kitchen Laundry onsite Cat friendly Street parking  Hardwood floors and carpet 24-hour maintenance  Professionally managed  Close to major highways, stores and supermarkets  Call Catherine to view 978-361-5708 FEATURESCarpetEat-in KitchenHardwood FloorsLaundry in BuildingModern Kitchen  Catherine Boksanski Upright Realty Group  Partner & Manager  1128 Commonwealth Ave Suite B Boston, MA 02134 Cell 978-361-5708",42.4063,-71.0,ma
7049548755,https://boston.craigslist.org/sob/apa/d/quincy-gorgeous-2br-for-jan-feb-ht-hw/7049548755.html,boston,https://boston.craigslist.org,1775,apartment,1000,2,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00D0D_jtNKWKxthSX_600x450.jpg,"PROPERTY INFO ID: 147364962Rent: 1775 / MonthBeds: 2Bath: 1Available Date: NOWPet: Cats AllowedRent Includes:: Heat, Hot WaterParking:: Included, Outdoor, 2 Spaces Gorgeous two bedroom in Braintree  Hardwood floors Eat in kitchen No Fee Laundry onsite Dishwasher Microwave Cat friendly Parking included  Visitor parking Close to the T (red line) 24 hour maintenance  Professionally managed  Close to major highways, stores and supermarkets  Call Catherine to view 978-361-5708 FEATURESA/CDishwasherEat-in KitchenHardwood FloorsLaundry in BuildingModern BathModern Kitchen  Catherine Boksanski Upright Realty Group  Partner & Manager  1128 Commonwealth Ave Suite B Boston, MA 02134 Cell 978-361-5708",42.2313,-71.0022,ma
7049548352,https://boston.craigslist.org/gbs/apa/d/watertown-no-fee-2-bed-in-watertown/7049548352.html,boston,https://boston.craigslist.org,2100,apartment,1100,2,1.0,1,0,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00L0L_cCgM0kG6mkR_600x450.jpg,"Newly renovated 2 Bedroom apartment on the 2nd floor of 2 Family house. Hardwood floors. Washer and Dryer in the unit. Dishwasher, 2 car off street parking (1Garage parking). Gas heat.",42.3667,-71.1659,ma
7049548337,https://boston.craigslist.org/gbs/apa/d/chelsea-3-bedroom-apt/7049548337.html,boston,https://boston.craigslist.org,2400,apartment,1200,3,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00K0K_2myXLhWix0m_600x450.jpg,"3 bedroom Apartment. 5  large rooms, eat in Kitchen, large living room, additional storage in basement, off street Parking, coin op laundry in building. completely remodeled 2017.  Available Jan 15 Call today 781-248-3000 Paul",42.4034,-71.041,ma
7049548132,https://boston.craigslist.org/nos/apa/d/beverly-4th-floor-penthouse-in-classic/7049548132.html,boston,https://boston.craigslist.org,2000,apartment,1260,2,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00606_kTTVqtybCmi_600x450.jpg,"4th floor two bedroom in renovated classic Victorian, upscale residential neighborhood at the top of Prospect Hill. Custom built open floor plan, very unique architecture. 1260 square feet of living space, eleven foot high cathedral ceilings, with working skylights and Palladian windows in every room. Designer bathroom with oversize tub and twin showers, compact galley kitchen with commercial style gas range. Peaceful reclusive setting, overlooking rooftops in all directions, with seasonal ocean views from one of the highest elevations in Beverly. Quiet professional atmosphere, owners office on site. Off street parking for two cars, coin laundry and storage in basement. Professionally managed property, $2000 includes heat, hot water, gas, air conditioning, and electric. No pets, no smokers. Available February 1st. Showing by appointment, call 978-921-2000. This is an office land line and does not receive texts, so please leave a voice message if no answer.",42.5608,-70.8759,ma
